,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
114107,114108,B004FELBH8,A2AWVROFGSZU4E,My Fake Name,1,2,3,1304726400,Meh,"One way to review these crackers is to compare them to something similar, say, graham crackers, which are also sweet, crispy crackers.  Graham crackers are not as flavorful, but they also don't leave bits of fruit, whether raisins or figs, stuck between your teeth.<br /><br />Also, neither type of fruit niblet stuck between your teeth tastes like any particular type of fruit, i.e., the little bits taste just as much like raisin as fig or vice versa.  The ""fig and honey natural flavor and other natural flavor"" -- which is exactly what the box proudly if confusingly says on the front in the upper left corner -- could just as well be labelled as ""strawberry and caramel"" or ""peach and cinnamon"" and it wouldn't make any difference to what you taste.<br /><br />Unlike graham crackers, these Newtons Fruit Thins Fig and Honey dip into milk nicely, without breaking off to frustrate you.  Also, they do not readily crumble when snapped into pieces or bitten.<br /><br />Another consideration is price.  Graham crackers cost around $3.25 for a 14-ounce box, or 23 cents an ounce.  These ""fruit thins"" crackers cost around 60 cents per ounce, or 160% more, not counting your toothpick and dental floss expense<br /><br />If you're expecting a lot of fig flavor or a lot of honey flavor in a cracker, and especially if you're expecting to discern both, and even if you're expecting only a little of one or the other, this is probably not your best choice.  A better choice would be to spread a saltine or a graham cracker with fig jam and drizzle it with honey.<br /><br />Of course, I'm pretty sure that involves getting fig jam and honey.  And, unless you have really unusual table manners, a knife.<br /><br />Anyway, meh.<br /><br />P.S. I just noticed that on an Amazon decription page for this product, as of right now you can buy ""6 used & new for $18.22.""  The only meaning I can come up with for a used cracker involves the digestive system and what I'm pretty sure is a medical impossibility.  If it is not an impossibility, I would pay a lot more than $18.22 not to have to consume even one used cracker, no matter the brand."
354995,354996,B004HYH8PK,AO40PMMPYUTGY,Jude M. Cancelliere,0,0,5,1349568000,Cats love it!,"Our 2 fussy kitties hate any seafood but love beef with gravy, so we gave this a try & they licked the dish clean!"
271301,271302,B000F63LDC,A9GQR7CMQERSS,"Karen V. Stefanini ""parrot lover""",0,0,5,1324857600,Wonderfu gum,"The nutritional value of this gum alone gives it five stars in my opinion. I haven't had any problems with taste fading, no sticking to my crowns and I can snap it to my heart's content (much to my husband's chagrin) and blow bubbles with it too much to the delight of our precious morkie, Rexie!!!"
410811,410812,B000EQVAFY,A2OAYIM13WIXCH,"Mary D. Haper ""Gramma to 3 boys""",0,0,5,1232496000,Multi Grain Chips good!,"These chips are very good in taste and with more than the usual grams of fiber, a good choice.  They came very fresh and in good shape--no crushed bags."
501942,501943,B005GX00BK,A5RV5PJA783F0,Zgabeata Iftode,18,25,1,1311552000,70% Robusto,"The worst thing is that they do not list the fact this is a 70% Robusto / 30% Arabica blend.<br />I do not like Robusto coffee at all. It has the taste of smelly socks. This is personal preference.<br />Since this coffee did NOT list that it is a Robusto blend and had such great reviews from many people (who obviously like Robusto coffee) I purchased it. I am dissatisfied with it and the item is not what I expected.<br />Since I was not able to return it, I opened one package.<br />Just for people to be aware."
324647,324648,B0015AWU7U,A1WRSH8T7FOG7K,M. Gooding,0,0,5,1335052800,GREAT!!!,Great product! This was delivered early and professionally packaged. I have really enjoyed it and so have all my nieces and nephews as well. This are a crow fav and I will surely order again!!!
202482,202483,B000FDP6KQ,A2JM8Q0IATVNEV,Robert Rinehart,0,0,4,1286755200,Lady fingers,"I consider the Alessi Savoiadi lady fingers to be a good value with great taste, very low fat, and a long (9 mo.) shelf life. I liked the last batch better as they were more crisp."
157391,157392,B0019QT66I,A13JXCB1WJXZHW,BIG EASY BARB,0,2,5,1272758400,NATURAL VITALITY - NATURAL CALM,"<a href=""http://www.amazon.com/gp/product/B000OQ2DL4"">Natural Vitality - Natural Calm, oz, 16 oz powder</a>  FAST DELIVERY.  EXCELLENT!"
472340,472341,B000EZZISK,A1BDMSJDPX5MDF,LDS,4,4,5,1288224000,Wow what a deal,Wow what a great price for onion powder. I have been searching for a large container of onion powder at the markets and get amazed at how much they charge you for a 2.62 ounce shaker.  For the same price I paid for 20 ounces of Tone I would have only been able to purchase 3 little shakers at the supermarket or only 7.86 ounces total.  If you use a lot of onion powder this is the only sane way to buy it.
516406,516407,B000H1217M,AT5JJHQOEDGJQ,Christiakh,0,0,4,1318118400,Awesome!,"My dog loves them, can carry in my pocket while on a walk for quick treats to help with training (acting appropriately around strangers) and then no crumbs in my pocket!  Little pricey, but I think they're worth it. (hence the 4 stars)"
487622,487623,B001E95K6K,AXTNZTZYTLARS,J. Gwen Ingram,2,4,1,1313193600,Makes people run the other way ... if they can even still breathe!,"A co-worker used to use this product.  The spray remains in the air and can be detected as a heavy scent several yards away (huge warehouse-type building), and caused asthmatic reactions after use in normal-sized rooms.  He kindly shared the product information with me AND ceased using it out of concern for those affected.  Many individuals later expressed privately to me that the odor was repulsive, even if it had not been over-strong (it is apparently impossible to apply the spray version of this product ""lightly"").  So if you are trying to be a chick magnet, DON'T buy this product.  ""Your cologne is making me gag and nearly pass out"" isn't the conversation you want to start with ""the ladies."""
57763,57764,B000EVOSE4,A26X5J2HP2KAQN,"Phi Huynh ""Traveler""",0,0,5,1200614400,There Grrrreeeatttt!!!!,"German Haribo's are the best but the Hungarian one's are just as good as the German ones.  If your ever in Germany, visit an ALDI or PLUS supermarket and purchase these Haribos at 300g for 85 cents EUROs. And if your in Bonn, Germany go to the Haribo plant where it all started!!! Otherwise, Amazon has the best price when you choose the free shipping after $25."
334243,334244,B002P2RL8A,A21KEFL93Y15EL,Christina,1,1,5,1290038400,Best Transaction!,I recieved these bamboo within a matter of days in GREAT condition. I did not expect to get these so quickly! One of the best online transactions I have made!
68092,68093,B002GWH5BM,ASXJRTBFGEJW9,"Dan Krohn ""Attorney/Philosopher""",0,0,4,1323561600,Good coffee at good price.,"This coffee is far better than what one could normally buy at this price point. Though not quite the star that some coffees costing three times the price are, it is a very good coffee value."
487930,487931,B0032Y1TVK,A2ITH9P84BZRKM,"My Pen Name ""Sam""",2,9,1,1267574400,sugar or no sugar,"The description says ""no sugar added"" but the ingredients are listed as follows:  Ingredients:<br />Whole milk, cream, nonfat milk solids, SUGAR, guar gum, carrageenan, chocolate syrup (HIGH FRUCTOSE CORN SYRUP, water, cocoa processed with alkali, xanthan gum, SUGER, salt), vanilla, strawberry juice, natural and artificial flavors. (Pasteurized/Homogenized).<br /><br />Maybe they mean no sugar added after it is made!"
27360,27361,B000GG5IZA,AX1VRNGLJL99E,sharelyn4444,1,1,5,1307750400,sharelyn4444,I love this tea!  I can drink it sweetened with stevia and sugar or just drink it unsweetened.  I always drink it iced
325111,325112,B0002DGRRA,AOLDDV8Y96TSB,Debbie,0,0,5,1213142400,Healthy dog treats,Our dog would do ANYTHING for these treats! Have looked around at other brands...but this is the best.
448626,448627,B003OB0JHG,A1XVQ3KHS22E3F,expresslaine,0,1,5,1335052800,INSTANT LUNCH,"WE USE MARUCHAN FOR WORK LUNCHES. WHEN I SAW THIS, I THOUGHT IT WOULD BE LIKE MAC & CHEESE.  I HAS A CHICKEN FLAVOR ALSO WITH THE CHEDDAR CHEESE. NOT A REAL STRONG FLAVORED CHEESE.  I ADDED A LITTLE DRIED PARSLEY AND FRESH CHIVES .  GREAT PRICE FOR SURE AND WILL BUY AGAIN IF OFFERED AT THE SAME PRICE."
260023,260024,B000NMJWZO,A1K1GXT4K38218,"J. Geary ""LA Lady""",1,1,5,1238284800,Best gluten free on the market,I've tried them all and always come back to this one - it's the best.
81717,81718,B001VDXO3K,A1H0B7M30QZ5K1,Melissa,0,0,5,1284768000,"Good product, good price","I have tried other brands of coconut water and have found Vita Coco to be the best.  I drink it after a long run or on hot days just to stay hydrated.  And as always, I found it for a great price on Amazon."
309113,309114,B000YJ35DQ,AVKC97NEU8P5V,C. Macey,1,1,2,1294185600,Not pleased,"Did not get what I ordered and emails to customer service didn't get them so send the correct item. I ordered individual slices not a whole cake.  Finally cut into cake sent.  Dry as sand, we didn't like it and tossed the rest.  Won't deal with company again."
59018,59019,B002HQLY7S,A385WYWUMRWAHB,"dwarp ""dkw""",0,0,5,1325635200,Awesome!,"This, in my opinion is one of the best coffee's made.  The flavor is not overpowering and has a nice aroma.  Shipping was fast and the price was cheaper than most K-cups.  Will buy again and again."
412441,412442,B000LKU16C,A1F3VY3MJMHYY2,"Marcin Jeske ""prime number""",2,7,4,1202083200,Price Reality - List Price is really about $16,"Almost purchased - thought that mints that retail for 10+ dollars for a single tin must be pretty good, and Amazon was offering 88% off... but in reality the list price is grossly inflated... it should not be $89.94, but rather just under $16, which makes the discount about 33%.<br /><br />Maybe will still buy, but this is not the bargain it seems. (rating based on the other review, since Amazon will not allow me to skip the rating)"
276340,276341,B0006NMMPC,AHAIM9D76I5LL,IncaDove01,0,0,5,1236211200,Really good!,"I love raspberry shortbread cookies, but they are not easy to find.  These are great - buttery, with just enough raspberry filling.  Can order various quantities."
538226,538227,B0061IUIDY,A7YRO6JIVVG7D,"S. Kay Murphy ""Heretic""",0,0,5,1339286400,Truly a great chai,"I drink tea, not coffee, and I drink a lot of it year-round, so I'm always looking for something new.  I like chai, but some versions are too heavy-handed with the black pepper.  This Higgins & Burke product has the perfect balance of black tea and spices.  The black tea, which is the foundation of chai, seems to be of high quality; it is flavorful and not bitter, so I can drink this without adding any sweetener.  The tea bags come in foil packets, which keeps them fresh, something I appreciate as well.  If you are a tea connoisseur, I highly recommend this as a full-bodied but not over-powering chai."
